#,Seccion,Area,Nombre Area,Subarea,Nombre Subarea,Tipo,Pregunta,Opcion A,Opcion B,Opcion C,Respuesta correcta,Explicacion,Dificultad,Imagen URL,Tags,Piloto,Veces visto,Veces correcto,Stimulus ID,ID,Creada
227,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: una empresa esta evaluando si su arquitectura distribuida puede garantizar simultaneamente consistencia, disponibilidad y tolerancia a particiones de red. ¿Que dice el teorema CAP al respecto?",Las tres propiedades siempre se pueden garantizar con suficiente hardware,El teorema CAP solo aplica a bases relacionales,En presencia de particiones de red solo se pueden garantizar dos de las tres propiedades simultaneamente,C,"El teorema CAP de Brewer establece que en presencia de particiones de red un sistema distribuido solo puede garantizar dos de las tres propiedades (C, A, P) simultaneamente.",hard,,,no,0,0,,e1016005-cf3c-4e83-b6cb-12116e49c9b0,2026-05-29T05:21:04.89607+00:00
228,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,¿Qué patrón arquitectónico usa un intermediario para enrutar mensajes entre servicios?,Message Broker (Bus de mensajes),Monolito,MVC,A,"Message Broker: intermediario que recibe mensajes de productores y los enruta a consumidores (ej: RabbitMQ, Kafka).",medium,,,no,0,0,,9601d95b-53b0-4cc7-97b5-9342cdcc23de,2026-05-29T02:16:19.75535+00:00
229,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,La arquitectura de capas (N-Tier) típicamente incluye:,"Presentación, lógica de negocio y acceso a datos separados",Un solo componente,Solo 2 capas,A,"N-Tier: Presentación, Lógica de Negocio, Acceso a Datos. Cada capa se comunica solo con la adyacente.",medium,,,no,0,0,,be6b3ae6-2255-4ff2-abbd-7af8f096cf2d,2026-05-29T02:16:19.75535+00:00
230,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,La arquitectura serverless se caracteriza por:,No tener servidores en absoluto,Tener muchos servidores dedicados,Ejecutar código sin gestionar servidores; el proveedor escala automáticamente,C,Serverless: el desarrollador no gestiona servidores. El proveedor cloud escala y cobra por ejecución.,medium,,,no,0,0,,3f0f9119-3b61-415d-b5e6-7fe65d65f6da,2026-05-29T02:16:19.75535+00:00
231,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,La arquitectura de capas tiene como regla fundamental:,Cualquier capa puede llamar a cualquier otra,Las capas comparten la misma base de datos,Cada capa solo puede comunicarse con la capa inmediatamente inferior,C,"Regla de capas: comunicación solo con la capa adyacente, promoviendo bajo acoplamiento.",medium,,,no,0,0,,30315775-10be-471f-a97e-bda8bd5a442d,2026-05-29T02:16:19.75535+00:00
232,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,Un balanceador de carga (load balancer) se usa para:,Programar más rápido,Distribuir el tráfico de red entre múltiples servidores para mejorar rendimiento y disponibilidad,Diseñar la base de datos,B,Load balancer: distribuye solicitudes entrantes entre varios servidores para evitar sobrecarga y garantizar alta disponibilidad.,medium,,,no,0,0,,035d4c90-daa7-493d-a68b-ddb4efa7afed,2026-05-29T02:16:19.75535+00:00
233,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,La arquitectura hexagonal (puertos y adaptadores) busca:,Que todo esté en un solo archivo,Eliminar las bases de datos,Aislar la lógica de negocio de las dependencias externas mediante puertos e interfaces,C,Hexagonal: el core de negocio se aísla mediante puertos (interfaces) y adaptadores (implementaciones concretas).,medium,,,no,0,0,,ef0027bc-ff30-4067-bae8-8e33d6e15a32,2026-05-29T02:16:19.75535+00:00
234,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"En el patrón arquitectónico Modelo-Vista-Controlador (MVC), si el usuario hace clic en un botón para guardar un formulario, el flujo correcto es:",Vista → Modelo → Controlador,Vista (captura el evento) → Controlador (procesa la acción) → Modelo (actualiza datos) → Vista (refresca),Modelo → Vista → Controlador,B,"MVC desacopla presentación (Vista) de la lógica de control (Controlador) y de los datos (Modelo). El controlador actúa como mediador: recibe el evento de la vista, invoca la lógica del modelo y devuelve a la vista la nueva representación.",medium,mvc-flujo.png,"MVC,arquitectura,patrones",no,0,0,,84ec0e87-8cac-5161-8baf-771a43aa1642,2026-05-30T17:06:13.436488
235,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,Pipes & Filters se usa comúnmente en:,Interfaces gráficas,Apps de tiempo real,"Procesamiento de datos en secuencia, como compiladores",C,"Datos fluyen secuencialmente por filtros. Usado en compiladores, ETL.",medium,,,no,0,0,,85ec9352-7345-4f87-8048-43b19355bddf,2026-05-29T02:16:19.75535+00:00
236,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,Un equipo decide adoptar una arquitectura en capas (n-tier) para un ERP. ¿Cuál es la principal ventaja arquitectónica?,Cada capa puede modificarse o reemplazarse sin afectar a las demás siempre que respete su contrato,El despliegue del sistema se reduce siempre a un solo servidor,Elimina la necesidad de bases de datos,A,"La arquitectura en capas (presentación, lógica de negocio, persistencia) maximiza la separación de responsabilidades y permite intercambiar implementaciones (ej. cambiar de MySQL a PostgreSQL) sin tocar otras capas, siempre que se respete la interfaz.",easy,arquitectura-capas.png,"capas,arquitectura,separacion-responsabilidades",no,0,0,,da7611d0-a56a-563c-8cb4-ff4d525c6a55,2026-05-30T17:06:13.436514
237,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,La arquitectura Event-Driven es ideal para:,Sistemas donde componentes reaccionan a eventos desacoplados,Apps con UI simple,Bases de datos relacionales,A,"Event-Driven: componentes reaccionan a eventos (IoT, mensajería, finanzas en tiempo real).",medium,,,no,0,0,,6dccf912-ba48-4694-a882-fed5b5c210b7,2026-05-29T02:16:19.75535+00:00
238,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Una API publica de un marketplace expone 80 endpoints REST. Los clientes mobile sufren porque cada pantalla requiere 4-8 llamadas y los datos llegan over-fetched (campos no usados). El equipo evalua migrar a GraphQL, mantener REST o probar gRPC. Los consumidores principales son apps mobile en redes 3G lentas. ¿Cual decision arquitectonica resuelve mejor el problema?","Migrar a GraphQL porque permite a los clientes pedir exactamente los campos necesarios en una sola peticion, reduciendo round-trips y payload en mobile 3G",Migrar a gRPC porque su serializacion binaria es mas eficiente que JSON,Mantener REST y agregar parametros fields= para reducir over-fetching,A,"GraphQL (b) ataca directamente los dos problemas: multiples round-trips (resuelto con queries anidadas) y over-fetching (resuelto con seleccion granular). a) REST con fields= reduce over-fetching pero no elimina los 4-8 round-trips por pantalla, el cuello de botella en 3G. c) gRPC no esta soportado nativamente en browsers ni reduce los round-trips; solo optimiza tamano del payload.",medium,,,no,0,0,,e515234d-a7dd-4b95-9539-940c9734e097,2026-05-29T10:42:53.431371+00:00
239,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,¿Qué estilo usa una cola de eventos para comunicación asíncrona?,Cliente-Servidor síncrono,Monolítico,CQRS/Event Sourcing,C,Event Sourcing almacena todos los cambios como eventos. CQRS separa lecturas de escrituras.,medium,,,no,0,0,,6544dad1-3a64-4648-ab3b-e05bf337cc88,2026-05-29T02:16:19.75535+00:00
240,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,RUP (Rational Unified Process) define cuatro vistas arquitectónicas en su modelo 4+1. ¿Cuál de las siguientes NO forma parte del modelo 4+1?,Vista lógica,Vista de despliegue,Vista de costos,C,"El modelo 4+1 de Kruchten incluye: lógica, de procesos, de desarrollo (implementación), de despliegue, y la vista +1 (casos de uso) que une a las demás. 'Vista de costos' no existe. Fuente: 'RUP.pdf' (Drive Área 2).",medium,,"RUP,4+1,vistas-arquitectonicas",no,0,0,,789a28ca-df8c-55d1-9605-e871bbc8e0a3,2026-05-30T17:06:13.436610
241,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Una empresa desarrolla un sistema de gestion hospitalaria con modulos de citas, expedientes, farmacia y facturacion. Los modulos comparten conceptos (paciente, doctor) pero cada uno los modela diferente: facturacion ve al paciente como deudor, expedientes como historia clinica. ¿Cual estrategia arquitectonica de DDD resuelve esta tension?",Crear una sola entidad Paciente global compartida por todos los modulos para garantizar consistencia,Crear una libreria comun con las entidades compartidas y que cada modulo la importe,"Definir Bounded Contexts por modulo, cada uno con su propio modelo de Paciente, y usar Context Maps para definir las traducciones entre contextos",C,"Bounded Contexts (b) reconocen que el mismo concepto puede tener significado distinto por subdominio y permiten modelos especializados. a) una entidad global se convierte en God Object con todos los campos de todos los contextos, alto acoplamiento. c) libreria compartida fuerza el mismo modelo y crea acoplamiento de despliegue: cualquier cambio implica recompilar todos los modulos.",hard,,,no,0,0,,d8b3b569-a237-48a6-8cd3-2b5419a9cd17,2026-05-29T10:42:53.431371+00:00
242,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Un sistema de streaming de video como Netflix sirve contenido a 200M usuarios globales. La latencia desde un solo datacenter en EUA hacia usuarios en Asia es de 250ms, inaceptable para video. ¿Cual decision arquitectonica reduce la latencia de entrega de contenido?",Desplegar un CDN (Content Delivery Network) con edge nodes regionales que cachean el contenido cerca de los usuarios finales,Migrar todo el backend a un cloud asiatico para servir desde alli,Comprimir el video con codec mas agresivo para reducir bytes transmitidos,A,CDN (b) es la solucion canonica para latencia geografica: edge nodes en Asia reducen RTT a ~30ms. a) mover backend a Asia rompe latencia para usuarios de EUA y centra la operacion en una sola region. c) compresion ayuda al ancho de banda pero no reduce la latencia de propagacion fisica de la senal.,medium,,,no,0,0,,57ecd848-5281-497e-b043-6cf013b18c13,2026-05-29T10:42:53.431371+00:00
243,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Un equipo backend tiene un monolito Java de 8 anos con 500K LOC, deuda tecnica alta y despliegues mensuales lentos. El CTO presiona por 'microservicios ya'. El equipo de 6 ingenieros no tiene experiencia operando Kubernetes, observabilidad distribuida ni service mesh. ¿Cual es la decision arquitectonica mas prudente?",Migrar inmediatamente a microservicios con Kubernetes para resolver la deuda tecnica,Refactorizar primero a monolito modular con limites de modulo claros (DDD bounded contexts) y extraer microservicios solo cuando exista presion concreta de escalabilidad o deploy independiente,Reescribir desde cero en Go con microservicios para eliminar la deuda de un golpe,B,"Monolito modular primero (b) es la recomendacion de Sam Newman y Martin Fowler: extraer microservicios sobre fronteras ya validadas, no inventarlas. a) microservicios sin experiencia operativa multiplica la complejidad: red, observabilidad, despliegue, datos distribuidos. c) reescritura big-bang tiene 90% de tasa de fallo segun estudios; perder 8 anos de logica de negocio es altisimo riesgo.",medium,,,no,0,0,,bb4f46ad-0d4d-4564-9d48-abc3eaf12fb2,2026-05-29T10:42:53.431371+00:00
244,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"¿Qué estilo separa Modelo, Vista y Controlador?",SOA,Pipes & Filters,MVC (Model-View-Controller),C,"MVC: Modelo (datos), Vista (interfaz), Controlador (interacción).",medium,,,no,0,0,,6c0ae6ca-88ba-49a3-8fe9-4a2c2538299c,2026-05-29T02:16:19.75535+00:00
245,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Un sistema de e-commerce procesa ordenes en horas pico con picos de 5K orders/min vs base de 200/min. El servicio de creacion de orden depende de inventario, pago, fraude y envio. Las llamadas sincronas en cascada generan timeouts en picos. ¿Cual rediseno arquitectonico resuelve el problema sin perder ordenes?",Convertir las llamadas sincronas en mensajeria asincrona con cola durable (ej. Kafka/RabbitMQ) y procesar pago/fraude/envio en paralelo desacoplado de la creacion de orden,Aumentar timeouts a 60 segundos en todos los servicios downstream,Cambiar el endpoint de creacion de orden a un timeout de 0 para responder instantaneamente,A,"Mensajeria asincrona (b) absorbe los picos en la cola, procesa downstream en paralelo y nunca pierde ordenes (mensajes durables). a) timeouts mas largos solo posponen el colapso y degradan la UX. c) responder instantaneamente sin procesar es fire-and-forget y pierde ordenes si la app cae antes de persistir.",medium,,,no,0,0,,32664e43-41c8-423f-b62a-d30b272cb1a1,2026-05-29T10:42:53.431371+00:00
246,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,SOA (Service-Oriented Architecture) es:,Una base de datos,Un lenguaje de programación,Un estilo donde funcionalidades se exponen como servicios reutilizables con contratos,C,"SOA: servicios reutilizables con interfaces bien definidas, promoviendo interoperabilidad.",medium,,,no,0,0,,57dabdc4-6146-4fa4-bd0d-472a1e274305,2026-05-29T02:16:19.75535+00:00
247,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,El estilo Cliente-Servidor se caracteriza por:,Los nodos son iguales,Todo en un solo archivo,Clientes solicitan servicios y el servidor responde,C,"Clientes envían solicitudes, servidor procesa y responde.",medium,,,no,0,0,,56dc7326-94b8-454f-bd24-e32b604d9543,2026-05-29T02:16:19.75535+00:00
248,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,Considere el siguiente caso: un sistema de e-commerce maneja eventos de orden y necesita reconstruir el estado de cualquier orden a partir de la secuencia historica de eventos ocurridos. ¿Que patron arquitectonico cumple este requisito?,Event Sourcing,Pipes and filters,Singleton,A,"Event Sourcing almacena la secuencia de eventos como fuente unica de verdad y reconstruye el estado reproduciendolos, lo que permite auditoria y reconstruccion historica.",hard,,,no,0,0,,0ac1c730-3c18-4ef1-9319-8e37573ca87c,2026-05-29T05:21:04.89607+00:00
249,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,Microservicios vs monolítico:,Divide la app en servicios pequeños e independientes desplegables por separado,Usa un solo lenguaje,Es más simple de implementar,A,"Microservicios: servicios independientes con su propia BD, comunicados por APIs.",medium,,,no,0,0,,0fe878ea-e4f3-4794-b872-99be11fcece2,2026-05-29T02:16:19.75535+00:00
250,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: un sistema de IoT recibe lecturas de miles de sensores y multiples modulos deben reaccionar de forma asincrona cuando se publica una nueva lectura (alertas, analitica, almacenamiento). ¿Cual estilo arquitectonico encaja mejor con este requerimiento?",Cliente-servidor sincrono,Arquitectura en capas estricta,Event-driven (orientada a eventos),C,"El estilo event-driven permite que multiples consumidores reaccionen de forma asincrona al mismo evento, lo cual es ideal para IoT con muchos sensores y multiples reacciones.",medium,,,no,0,0,,e3a14a20-4be4-4676-b2c8-4b8ff321f6f6,2026-05-29T05:21:04.89607+00:00
251,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Una empresa de seguros migra su core a la nube. El sistema tiene reglas de negocio extremadamente complejas (3000 reglas regulatorias mexicanas) que cambian con la legislacion. Los ingenieros se quejan que las reglas estan dispersas en SQL stored procedures, controllers y servicios. ¿Que enfoque arquitectonico centraliza y aisla las reglas para que evolucionen sin tocar codigo de aplicacion?",Mover todas las reglas a SQL stored procedures porque la BD es la fuente de verdad,Mover las reglas a un Business Rules Engine (BRE) externo donde analistas no-tecnicos pueden actualizar reglas via DSL declarativo,Hardcodear las reglas en una clase abstracta y usar herencia para variantes,B,"BRE (a) externaliza la logica regulatoria, permite a expertos de dominio modificarla sin redespliegue de codigo y la centraliza fuera de los servicios. b) stored procedures dispersan la logica en SQL, son dificiles de testear y los analistas no SQL no pueden mantenerlas. c) la herencia OO crea explosion combinatoria de subclases ante 3000 reglas y obliga a redespliegue por cada cambio.",medium,,,no,0,0,,5238fa33-ccf5-4841-b1fb-cd16a211a8fa,2026-05-29T10:42:53.431371+00:00
252,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,El patron arquitectonico que separa lectura y escritura es:,MVC,CQRS,MVP,B,CQRS (Command Query Responsibility Segregation) separa los modelos de lectura y escritura.,hard,,,no,0,0,,769bd6f8-c290-4a45-9f27-1c139ec95cef,2026-05-26T05:25:12.035914+00:00
253,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Una fintech procesa 12K transacciones por segundo. El equipo debe decidir entre Event Sourcing y CQRS para el modulo de cuentas. Necesitan: auditoria regulatoria (historial inmutable de cada movimiento), consultas rapidas de saldo actual y reportes complejos por fecha. El CTO insiste que sea 'una sola arquitectura' por simplicidad operativa. ¿Cual decision arquitectonica satisface todos los requisitos?",Solo CQRS con dos modelos (escritura y lectura) y replica eventual,"Event Sourcing combinado con CQRS, donde los eventos son la fuente de verdad y proyecciones materializadas alimentan el lado de lectura",Solo Event Sourcing con proyecciones sobre el event log,B,"La combinacion (c) es lo correcto: Event Sourcing aporta auditoria inmutable obligatoria por regulacion, y CQRS materializa proyecciones rapidas para saldo y reportes. a) CQRS sin Event Sourcing no garantiza historial inmutable: las escrituras pueden actualizar in-place y perder auditoria. b) Event Sourcing puro sin CQRS obliga a recalcular saldos desde el log en cada consulta, inviable a 12K TPS.",hard,,,no,0,0,,ec4132ea-9c79-4630-8542-0f89ebb2e55c,2026-05-29T10:42:53.431371+00:00
254,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Una empresa fintech debe garantizar zero downtime durante despliegues de su API critica (procesa pagos 24/7). El equipo evalua estrategias de release: Blue-Green, Canary y Rolling. La operacion tiene capacidad de doblar infraestructura temporalmente y un equipo de SRE que quiere validar cambios con trafico real progresivamente. ¿Cual estrategia es la mas adecuada?",Blue-Green deployment porque permite rollback instantaneo cambiando el router,Rolling deployment porque reemplaza nodos uno a uno con minimo overhead de infraestructura,"Canary deployment porque expone la nueva version a un 1-5-25-100% de trafico real progresivamente, permite detectar regresiones con metricas reales y abortar antes de impacto masivo",C,"Canary (b) cumple el requisito clave: 'validar con trafico real progresivamente' y abortar ante regresiones tempranas. a) Blue-Green permite rollback rapido pero expone 100% del trafico al switch, sin validacion progresiva. c) Rolling no permite controlar % de trafico expuesto ni A/B comparado contra metricas en vivo.",medium,,,no,0,0,,b4b3e617-e309-4099-bc96-745ed84e3ef7,2026-05-29T10:42:53.431371+00:00
255,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Un sistema bancario core procesa transferencias interbancarias. La regulacion exige consistencia fuerte (un peso debitado debe aparecer acreditado de inmediato en el otro banco, nunca dinero duplicado o perdido). El arquitecto propone separar el sistema en microservicios y usar Saga con compensaciones para coordinar transferencias. ¿Cual es la critica tecnica mas precisa a esta propuesta?",Saga es ideal porque escala horizontalmente y soporta la carga de un banco,Saga es correcta porque las compensaciones automaticamente cumplen ACID al revertir cualquier fallo,"Saga es inapropiada porque introduce consistencia eventual donde la regulacion exige consistencia fuerte (atomicidad ACID), por lo que se requiere un coordinador transaccional 2PC o un monolito transaccional",C,"Saga ofrece consistencia eventual con ventanas donde el dinero puede estar 'en transito' (a correcta), incompatible con regulacion bancaria que exige atomicidad fuerte. b) las compensaciones revierten estados pero no son ACID; durante la ventana de compensacion existe inconsistencia visible. c) escalabilidad no resuelve el requisito funcional de consistencia fuerte impuesto por regulacion.",hard,,,no,0,0,,6d909d76-5b8e-4fbd-8da9-0f9ecaa04e52,2026-05-29T10:42:53.431371+00:00
256,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: un equipo necesita visualizar la arquitectura desde varios puntos de vista (contexto, contenedores, componentes y codigo) sin atarse a una notacion rigida. ¿Que enfoque de documentacion arquitectonica seria apropiado?",Diagramas de Gantt por capa,Diagramas BPMN unicamente,Modelo C4 de Simon Brown,C,"El modelo C4 propone justamente cuatro niveles: contexto, contenedores, componentes y codigo, y es ampliamente usado para describir arquitecturas modernas.",hard,,,no,0,0,,a11c6826-e2e5-4a65-b3c9-c91e1c954fe0,2026-05-29T05:21:04.89607+00:00
257,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: una red de intercambio de archivos donde cada nodo actua simultaneamente como cliente y como servidor, sin un servidor central que coordine. ¿Que estilo arquitectonico se describe?",Cliente-servidor tradicional,MVC distribuido,Peer-to-peer,C,"Peer-to-peer define nodos iguales que actuan como cliente y servidor a la vez, sin un servidor central; es el modelo de BitTorrent o redes blockchain.",easy,,,no,0,0,,ef62c06f-fa3e-4421-abd6-f1b1fd6589ec,2026-05-29T05:21:04.89607+00:00
258,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: una startup de fintech necesita desplegar una API donde los modulos de pagos, autenticacion y notificaciones deben escalar y desplegarse de forma independiente porque tienen cargas y ciclos de cambio muy distintos. ¿Cual estilo arquitectonico es el mas apropiado?",Cliente-servidor de dos capas,Monolitico en capas,Microservicios,C,"Microservicios permite escalar y desplegar cada servicio de manera autonoma, lo cual encaja con cargas y ciclos heterogeneos. Un monolitico obligaria a redeployar todo y un cliente-servidor de dos capas no separa esas responsabilidades.",easy,,,no,0,0,,4197a845-2161-4e9b-a4ed-9595544828c9,2026-05-29T05:21:04.89607+00:00
259,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: un compilador procesa codigo fuente pasandolo por etapas analizador lexico -> sintactico -> semantico -> generador de codigo, donde la salida de una etapa alimenta a la siguiente. ¿Que estilo arquitectonico se aplica?",Pipes and filters,Cliente-servidor,MVC,A,Pipes and filters procesa datos en una secuencia de filtros conectados por pipes; un compilador es el ejemplo clasico de este estilo.,easy,,,no,0,0,,d26686d6-5edf-40e7-b9cc-d531c676d8c5,2026-05-29T05:21:04.89607+00:00
260,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,Un sistema de pagos B2B necesita que la API publica nunca cambie (contrato estable para 200 partners) aunque internamente el equipo refactorice servicios cada sprint. Los partners no pueden migrar versiones rapidamente. ¿Cual estrategia arquitectonica de versionamiento es la mas adecuada?,Versionar la API solo internamente sin exponer la version a los partners,"Versionar la API en el path (v1, v2) y deprecar v1 cuando v2 madure, comunicando 90 dias antes",Mantener un solo endpoint sin version y modificarlo conforme el codigo interno evoluciona,B,"Versionado en path con deprecacion comunicada (a) es el estandar para APIs publicas con muchos consumidores: permite breaking changes controlados sin romper a partners. b) cambiar el endpoint sin version rompe a 200 partners cada cambio. c) versionar solo internamente no resuelve el problema: si el contrato externo cambia, los partners se rompen igual.",medium,,,no,0,0,,6b6c779c-1e77-4a83-89e4-6c79c6518aec,2026-05-29T10:42:53.431371+00:00
261,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: una corporacion bancaria expone funcionalidades de negocio reutilizables (consulta de saldo, transferencia, KYC) bajo contratos formales (WSDL/SOAP) para que diversos sistemas internos y externos las invoquen. ¿Cual estilo arquitectonico se utiliza?",Pipes and filters,Monolitica modular,SOA (Service Oriented Architecture),C,"SOA se caracteriza por exponer servicios reutilizables con contratos formales, muy usados en banca con SOAP/WSDL. Monolitica no expone servicios separados y pipes and filters es para flujos secuenciales.",medium,,,no,0,0,,5129b9c0-015a-40f7-9bc0-0773d3a1fad8,2026-05-29T05:21:04.89607+00:00
262,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: una aplicacion empresarial separa claramente la presentacion web, la logica de negocio en un servidor de aplicaciones y la persistencia en un manejador de base de datos relacional. ¿Que estilo arquitectonico describe mejor esta organizacion?",Peer-to-peer,Pipes and filters,Arquitectura en capas (N-tier),C,"Separar presentacion, logica y datos es la definicion clasica de arquitectura en capas o N-tier. Peer-to-peer no distingue roles y pipes and filters procesa flujos secuenciales.",easy,,,no,0,0,,69d2796d-6876-430b-8e8c-eee74e55f83f,2026-05-29T05:21:04.89607+00:00
263,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: un equipo desarrolla una aplicacion web con un framework como Django o Laravel, donde existen clases que representan los datos, plantillas que generan HTML y clases que reciben las peticiones HTTP y orquestan la respuesta. ¿Cual patron arquitectonico se aplica?",Event-driven,MVC (Modelo-Vista-Controlador),Microkernel,B,"MVC separa Modelo (datos), Vista (plantillas) y Controlador (logica que recibe peticiones), patron canonico en frameworks como Django o Laravel.",easy,,,no,0,0,,8559e087-6446-4326-aeed-b524c6100c1f,2026-05-29T05:21:04.89607+00:00
264,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Un sistema gubernamental procesa solicitudes de tramites donde cada solicitud pasa por validacion de identidad, revision documental, dictamen y notificacion. Cada etapa puede tardar horas o dias y requiere intervencion humana. Las etapas tienen reglas que cambian frecuentemente por nuevas regulaciones. ¿Cual estilo arquitectonico es el mas adecuado?","Workflow Engine (BPMN) orquestando las etapas como un proceso de negocio modelado, con tareas humanas, timers y reglas externalizadas",Cliente-servidor sincronico esperando que cada etapa termine antes de pasar a la siguiente,Microservicios con llamadas REST en cascada,A,"Workflow Engine/BPMN (a) modela explicitamente procesos largos con tareas humanas, timers y reglas; permite cambiar el flujo sin redeployar codigo y tiene visibilidad de estado de cada solicitud. b) sincronico no funciona con etapas que toman dias. c) microservicios en cascada no modelan tareas humanas ni timers de dias; carecen de orquestacion de proceso de negocio.",hard,,,no,0,0,,c699f38c-d03f-4d87-ac52-9b3e6eb7d239,2026-05-29T10:42:53.431371+00:00
265,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Una plataforma educativa con 500K usuarios concurrentes esta migrando de monolito a microservicios. El equipo nota que cada peticion del frontend desencadena llamadas en cascada a 6 servicios (curso, usuario, pago, progreso, notificaciones, certificado) con latencia acumulada de 1.8s. Los servicios son owned por distintos squads y cambian de forma independiente. ¿Que decision arquitectonica es la mas adecuada para reducir latencia sin acoplar squads?",Migrar a una arquitectura monolitica modular para eliminar la latencia de red,Implementar un Backend for Frontend (BFF) que orqueste y agregue llamadas en paralelo a los 6 servicios manteniendo ownership por squad,Crear un servicio Aggregator centralizado mantenido por un equipo dedicado de plataforma,B,El BFF (b) agrega llamadas en paralelo bajando latencia (1.8s secuencial -> ~300ms en paralelo) y respeta ownership de cada squad. a) revertir a monolito perderia los beneficios de despliegue independiente que justifican la migracion. c) un Aggregator centralizado crea cuello de botella organizacional: cada cambio de squad requiere coordinacion con el equipo de plataforma.,hard,,,no,0,0,,5aff79c8-3a98-405f-b62d-6411e0f8510e,2026-05-29T10:42:53.431371+00:00
266,disciplinar,2,Diseno de Sistemas de Software,1,Diseno arquitectonico de software,single,"Considere el siguiente caso: una aplicacion web con backend en Node.js sirve datos JSON a un frontend React que se ejecuta en el navegador del usuario, donde el navegador inicia las peticiones y el backend responde. ¿Cual estilo arquitectonico subyace?",Event sourcing,Cliente-servidor,Pipes and filters,B,Tener un cliente (navegador con React) que solicita y un servidor (Node.js) que responde es la definicion misma del estilo cliente-servidor.,easy,,,no,0,0,,41e41ab2-4cf4-45e5-b9a3-a55a37797f5c,2026-05-29T05:21:04.89607+00:00
